hour,avg_segment_time,current_delay,day_of_week_encoded,is_peak,segment_id_encoded,route_id_encoded,std_travel_time,stop_sequence,segment_length_m,travel_time
4,164.0,116.0,0,1,37,3,119.20378049543424,10,483.7472377860931,280.0
4,364.0,-344.0,0,1,96,3,123.07179476495281,10,562.0106932840488,20.0
4,95.95121951219512,-15.9512,0,1,109,4,13.161797100596273,3,281.7784882432055,80.0
4,223.2258064516129,-93.2258,0,1,16,0,222.26691306886252,8,814.8630123503389,130.0
4,181.5,0.0,0,1,90,0,65.4589321244381,8,779.9383657198343,10.0
4,1748.2978723404256,-8.2979,0,1,92,4,32.82226640437014,5,1942.2022003625648,1740.0
4,113.58722358722359,-23.5872,0,1,73,1,45.289508065276145,5,422.6914112876202,90.0
4,534.4615384615385,-244.4615,0,1,93,2,274.87514648262794,7,1436.967544091974,290.0
4,69.02912621359224,0.0,0,1,89,4,12.61161393565634,7,822.8528452897256,10.0
4,69.02912621359224,-39.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,30.0
4,553.6666666666666,66.3333,0,1,133,3,111.18722440126157,3,1115.9245422552647,620.0
4,246.99115044247787,0.0,0,1,16,3,230.22847718451422,3,814.8630123503389,10.0
4,69.02912621359224,0.9709,0,1,89,4,12.61161393565634,8,822.8528452897256,70.0
4,73.64963503649635,-53.6496,0,1,6,1,4.98171840313914,6,509.32842761480555,20.0
4,73.64963503649635,-53.6496,0,1,6,1,4.98171840313914,7,509.32842761480555,20.0
4,47.2972972972973,-17.2973,0,1,76,4,11.702005680093347,9,1181.5794493339736,30.0
4,125.49815498154982,-45.4982,0,1,72,1,55.714475447239714,4,423.8862316977636,80.0
4,370.35,-0.35,0,1,95,4,5.245481424701113,4,281.9442659161058,370.0
4,113.58722358722359,46.4128,0,1,73,1,45.289508065276145,4,422.6914112876202,160.0
4,454.76190476190476,165.2381,0,1,121,2,250.72705338582665,10,1905.7092650941938,620.0
4,181.5,108.5,0,1,90,0,65.4589321244381,10,779.9383657198343,290.0
4,454.76190476190476,-434.7619,0,1,121,2,250.72705338582665,8,1905.7092650941938,20.0
4,40.0,0.0,0,1,110,4,0.0,5,174.3199688985365,40.0
4,95.27272727272727,0.0,0,1,51,2,55.8056994784233,9,1283.4395825810745,10.0
4,626.48,-16.48,0,1,2,1,23.70027902381007,9,1886.1072811796598,610.0
4,95.27272727272727,-35.2727,0,1,51,2,55.8056994784233,9,1283.4395825810745,60.0
4,534.4615384615385,-84.4615,0,1,93,2,274.87514648262794,8,1436.967544091974,450.0
4,125.49815498154982,44.5018,0,1,72,1,55.714475447239714,4,423.8862316977636,170.0
4,364.0,76.0,0,1,96,3,123.07179476495281,11,562.0106932840488,440.0
4,113.58722358722359,-23.5872,0,1,73,1,45.289508065276145,5,422.6914112876202,90.0
4,95.27272727272727,-75.2727,0,1,51,2,55.8056994784233,9,1283.4395825810745,20.0
4,396.90909090909093,323.0909,0,1,77,3,277.960281812386,10,928.4274499855651,720.0
4,764.8888888888889,5.1111,0,1,107,1,14.082203581522418,4,1151.8368549860206,770.0
4,95.27272727272727,0.0,0,1,51,2,55.8056994784233,10,1283.4395825810745,10.0
4,185.08771929824562,-155.0877,0,1,14,3,29.16228037193299,11,710.8397855237937,30.0
4,1748.2978723404256,-48.2979,0,1,92,4,32.82226640437014,5,1942.2022003625648,1700.0
4,58.22222222222222,1.7778,0,1,106,1,5.017382719429905,4,295.0313242372204,60.0
4,95.95121951219512,-15.9512,0,1,109,4,13.161797100596273,3,281.7784882432055,80.0
4,454.76190476190476,-394.7619,0,1,121,2,250.72705338582665,11,1905.7092650941938,60.0
4,69.02912621359224,0.0,0,1,89,4,12.61161393565634,7,822.8528452897256,10.0
4,434.93857493857496,655.0614,0,1,57,1,438.8839783632732,6,1183.1242131347458,1090.0
5,620.3333333333334,79.6667,0,1,33,3,124.13724862898783,3,420.1730961863914,700.0
5,198.04780876494024,71.9522,0,1,4,1,69.70060046498368,10,903.4237770477453,270.0
5,49.84615384615385,0.0,0,1,32,3,7.39347425358752,4,167.96529078765693,10.0
5,69.02912621359224,-39.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,30.0
5,47.5,-7.5,0,1,0,3,8.116006728520578,3,158.02949481960425,40.0
5,218.85714285714286,1.1429,0,1,36,1,24.32057228731106,2,309.5654086210205,220.0
5,69.02912621359224,-9.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,60.0
5,67.81818181818181,12.1818,0,1,129,3,11.497328045617913,12,780.8317364757986,80.0
5,49.84615384615385,0.1538,0,1,32,3,7.39347425358752,3,167.96529078765693,50.0
5,185.08771929824562,4.9123,0,1,14,3,29.16228037193299,11,710.8397855237937,190.0
5,434.93857493857496,-244.9386,0,1,57,1,438.8839783632732,5,1183.1242131347458,190.0
5,519.4615384615385,0.5385,0,1,48,1,5.328225043193309,8,521.5669053038204,520.0
5,384.4117647058824,75.5882,0,1,74,0,127.23614829581679,10,970.2047559757276,460.0
5,87.45098039215686,32.549,0,1,113,1,37.45039434287204,9,300.47926523507704,120.0
5,113.58722358722359,-93.5872,0,1,73,1,45.289508065276145,6,422.6914112876202,20.0
5,65.36585365853658,4.6341,0,1,108,1,14.159371627231513,3,302.6626490352623,70.0
5,47.2972972972973,-27.2973,0,1,76,4,11.702005680093347,11,1181.5794493339736,20.0
5,434.93857493857496,-414.9386,0,1,57,1,438.8839783632732,7,1183.1242131347458,20.0
5,79.14893617021276,0.8511,0,1,58,1,18.02733486768388,3,319.6330295333044,80.0
5,45.27777777777778,-5.2778,0,1,41,1,5.807285909963673,6,520.0520781336909,40.0
5,47.2972972972973,-17.2973,0,1,76,4,11.702005680093347,9,1181.5794493339736,30.0
5,198.04780876494024,-68.0478,0,1,4,1,69.70060046498368,10,903.4237770477453,130.0
5,434.93857493857496,-304.9386,0,1,57,1,438.8839783632732,5,1183.1242131347458,130.0
5,73.64963503649635,-3.6496,0,1,6,1,4.98171840313914,6,509.32842761480555,70.0
5,150.51136363636363,-10.5114,0,1,83,4,4.312094136745607,12,257.56702977667135,140.0
5,87.45098039215686,-37.451,0,1,113,1,37.45039434287204,11,300.47926523507704,50.0
5,187.78625954198472,-47.7863,0,1,35,1,43.115053168789025,6,265.62223898285,140.0
5,434.93857493857496,0.0,0,1,57,1,438.8839783632732,7,1183.1242131347458,10.0
5,370.35,-0.35,0,1,95,4,5.245481424701113,4,281.9442659161058,370.0
5,113.58722358722359,-13.5872,0,1,73,1,45.289508065276145,5,422.6914112876202,100.0
5,49.84615384615385,0.0,0,1,32,3,7.39347425358752,4,167.96529078765693,10.0
5,40.0,-10.0,0,1,110,4,0.0,5,174.3199688985365,30.0
5,187.78625954198472,-127.7863,0,1,35,1,43.115053168789025,8,265.62223898285,60.0
5,84.84375,-4.8438,0,1,104,1,7.2072115022243715,12,453.74416322701734,80.0
5,47.5,12.5,0,1,0,3,8.116006728520578,5,158.02949481960425,60.0
5,255.5,-5.5,0,1,124,3,17.60441007921845,13,923.5118175228587,250.0
5,384.4117647058824,-364.4118,0,1,74,0,127.23614829581679,11,970.2047559757276,20.0
5,56.810344827586206,-16.8103,0,1,31,3,15.692653386691577,5,608.5824524940729,40.0
5,106.8,-6.8,0,1,117,1,16.343095612323523,13,578.5348451254126,100.0
5,139.08333333333334,-9.0833,0,1,10,1,16.139925615675924,9,768.2926775272023,130.0
5,73.64963503649635,-43.6496,0,1,6,1,4.98171840313914,6,509.32842761480555,30.0
5,454.76190476190476,145.2381,0,1,121,2,250.72705338582665,11,1905.7092650941938,600.0
5,125.49815498154982,-55.4982,0,1,72,1,55.714475447239714,4,423.8862316977636,70.0
5,56.810344827586206,23.1897,0,1,31,3,15.692653386691577,7,608.5824524940729,80.0
5,128.21138211382114,1.7886,0,1,50,1,17.322046992446648,14,501.74685601626544,130.0
5,534.4615384615385,325.5385,0,1,93,2,274.87514648262794,9,1436.967544091974,860.0
5,151.61764705882354,-111.6176,0,1,119,0,140.30468225628735,13,966.213539616229,40.0
5,59.09090909090909,-29.0909,0,1,99,1,7.039099683772397,19,747.7199965350962,30.0
5,228.94736842105263,-208.9474,0,1,15,2,38.17779275507062,10,2179.601761333246,20.0
5,246.99115044247787,-216.9912,0,1,16,3,230.22847718451422,6,814.8630123503389,30.0
5,131.7117117117117,-111.7117,0,1,91,3,24.895193909079715,7,375.8337452338337,20.0
5,151.61764705882354,-111.6176,0,1,119,0,140.30468225628735,14,966.213539616229,40.0
5,244.83333333333334,5.1667,0,1,87,3,13.838250436425948,14,595.3598731563079,250.0
5,95.95121951219512,-15.9512,0,1,109,4,13.161797100596273,3,281.7784882432055,80.0
5,73.64963503649635,0.0,0,1,6,1,4.98171840313914,7,509.32842761480555,10.0
5,113.58722358722359,56.4128,0,1,73,1,45.289508065276145,4,422.6914112876202,170.0
5,626.48,-16.48,0,1,2,1,23.70027902381007,9,1886.1072811796598,610.0
5,158.46153846153845,1.5385,0,1,29,3,6.898996582558499,8,289.18970051541015,160.0
5,1748.2978723404256,21.7021,0,1,92,4,32.82226640437014,5,1942.2022003625648,1770.0
5,47.2972972972973,0.0,0,1,76,4,11.702005680093347,11,1181.5794493339736,10.0
5,290.92105263157896,-220.9211,0,1,111,2,307.74091974290735,12,1629.9406927527878,70.0
5,131.7117117117117,18.2883,0,1,91,3,24.895193909079715,5,375.8337452338337,150.0
5,69.02912621359224,-49.0291,0,1,89,4,12.61161393565634,7,822.8528452897256,20.0
5,113.58722358722359,-33.5872,0,1,73,1,45.289508065276145,5,422.6914112876202,80.0
5,228.94736842105263,-38.9474,0,1,15,2,38.17779275507062,10,2179.601761333246,190.0
5,286.30252100840335,-76.3025,0,1,115,1,72.89511042874815,15,807.4840012211841,210.0
5,69.02912621359224,-39.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,30.0
5,125.49815498154982,44.5018,0,1,72,1,55.714475447239714,4,423.8862316977636,170.0
5,764.8888888888889,-14.8889,0,1,107,1,14.082203581522418,4,1151.8368549860206,750.0
5,59.09090909090909,0.9091,0,1,99,1,7.039099683772397,16,747.7199965350962,60.0
5,286.30252100840335,0.0,0,1,115,1,72.89511042874815,17,807.4840012211841,10.0
5,246.99115044247787,-126.9912,0,1,16,3,230.22847718451422,7,814.8630123503389,120.0
5,150.51136363636363,-0.5114,0,1,83,4,4.312094136745607,12,257.56702977667135,150.0
5,69.02912621359224,10.9709,0,1,89,4,12.61161393565634,8,822.8528452897256,80.0
5,286.30252100840335,-266.3025,0,1,115,1,72.89511042874815,16,807.4840012211841,20.0
5,58.22222222222222,1.7778,0,1,106,1,5.017382719429905,4,295.0313242372204,60.0
5,131.7117117117117,0.0,0,1,91,3,24.895193909079715,7,375.8337452338337,10.0
5,286.30252100840335,0.0,0,1,115,1,72.89511042874815,16,807.4840012211841,10.0
5,198.04780876494024,51.9522,0,1,4,1,69.70060046498368,10,903.4237770477453,250.0
5,151.61764705882354,168.3824,0,1,119,0,140.30468225628735,14,966.213539616229,320.0
5,370.35,-0.35,0,1,95,4,5.245481424701113,4,281.9442659161058,370.0
5,434.93857493857496,665.0614,0,1,57,1,438.8839783632732,6,1183.1242131347458,1100.0
5,286.30252100840335,-256.3025,0,1,115,1,72.89511042874815,18,807.4840012211841,30.0
5,131.7117117117117,-111.7117,0,1,91,3,24.895193909079715,7,375.8337452338337,20.0
5,434.93857493857496,-254.9386,0,1,57,1,438.8839783632732,5,1183.1242131347458,180.0
5,218.85714285714286,1.1429,0,1,36,1,24.32057228731106,2,309.5654086210205,220.0
5,40.0,-10.0,0,1,110,4,0.0,5,174.3199688985365,30.0
5,286.30252100840335,-256.3025,0,1,115,1,72.89511042874815,19,807.4840012211841,30.0
5,113.58722358722359,-93.5872,0,1,73,1,45.289508065276145,6,422.6914112876202,20.0
5,87.45098039215686,42.549,0,1,113,1,37.45039434287204,9,300.47926523507704,130.0
5,47.2972972972973,-7.2973,0,1,76,4,11.702005680093347,9,1181.5794493339736,40.0
5,611.4529914529915,-1.453,0,1,65,1,13.148027075347246,9,948.2637965926048,610.0
5,65.36585365853658,-35.3659,0,1,108,1,14.159371627231513,3,302.6626490352623,30.0
5,228.94736842105263,31.0526,0,1,15,2,38.17779275507062,12,2179.601761333246,260.0
5,45.27777777777778,-15.2778,0,1,41,1,5.807285909963673,6,520.0520781336909,30.0
5,131.7117117117117,-111.7117,0,1,91,3,24.895193909079715,9,375.8337452338337,20.0
5,519.4615384615385,0.5385,0,1,48,1,5.328225043193309,8,521.5669053038204,520.0
5,434.93857493857496,-304.9386,0,1,57,1,438.8839783632732,5,1183.1242131347458,130.0
5,79.14893617021276,-9.1489,0,1,58,1,18.02733486768388,3,319.6330295333044,70.0
5,45.494505494505496,-5.4945,0,1,81,1,9.57586506260357,11,423.6731420212672,40.0
5,198.04780876494024,-68.0478,0,1,4,1,69.70060046498368,10,903.4237770477453,130.0
5,469.82142857142856,0.1786,0,1,22,3,3.562977012949311,9,644.3764138420722,470.0
5,73.64963503649635,-3.6496,0,1,6,1,4.98171840313914,6,509.32842761480555,70.0
5,434.93857493857496,-404.9386,0,1,57,1,438.8839783632732,7,1183.1242131347458,30.0
5,87.45098039215686,-37.451,0,1,113,1,37.45039434287204,11,300.47926523507704,50.0
5,164.0,-114.0,0,1,37,3,119.20378049543424,9,483.7472377860931,50.0
5,113.58722358722359,-23.5872,0,1,73,1,45.289508065276145,5,422.6914112876202,90.0
5,396.90909090909093,-266.9091,0,1,77,3,277.960281812386,7,928.4274499855651,130.0
5,131.7117117117117,0.0,0,1,91,3,24.895193909079715,7,375.8337452338337,10.0
5,84.84375,-4.8438,0,1,104,1,7.2072115022243715,12,453.74416322701734,80.0
5,1748.2978723404256,-28.2979,0,1,92,4,32.82226640437014,5,1942.2022003625648,1720.0
5,95.95121951219512,-15.9512,0,1,109,4,13.161797100596273,3,281.7784882432055,80.0
5,187.78625954198472,-47.7863,0,1,35,1,43.115053168789025,6,265.62223898285,140.0
5,434.93857493857496,0.0,0,1,57,1,438.8839783632732,7,1183.1242131347458,10.0
5,228.94736842105263,11.0526,0,1,15,2,38.17779275507062,13,2179.601761333246,240.0
5,69.02912621359224,0.0,0,1,89,4,12.61161393565634,7,822.8528452897256,10.0
5,286.30252100840335,63.6975,0,1,115,1,72.89511042874815,19,807.4840012211841,350.0
5,106.8,-16.8,0,1,117,1,16.343095612323523,13,578.5348451254126,90.0
5,69.02912621359224,-39.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,30.0
5,187.78625954198472,-127.7863,0,1,35,1,43.115053168789025,8,265.62223898285,60.0
5,826.8,13.2,0,1,125,3,7.125693664765672,14,756.98253060346,840.0
5,73.64963503649635,-53.6496,0,1,6,1,4.98171840313914,6,509.32842761480555,20.0
5,69.02912621359224,0.9709,0,1,89,4,12.61161393565634,8,822.8528452897256,70.0
5,222.93532338308458,127.0647,0,1,97,1,153.17584925836024,11,387.6087657751588,350.0
5,128.21138211382114,1.7886,0,1,50,1,17.322046992446648,14,501.74685601626544,130.0
5,139.08333333333334,0.9167,0,1,10,1,16.139925615675924,9,768.2926775272023,140.0
5,59.09090909090909,-39.0909,0,1,99,1,7.039099683772397,19,747.7199965350962,20.0
5,1316.4242424242425,-6.4242,0,1,82,4,12.44262516177683,12,701.2181726758453,1310.0
5,113.58722358722359,26.4128,0,1,73,1,45.289508065276145,4,422.6914112876202,140.0
5,125.49815498154982,-45.4982,0,1,72,1,55.714475447239714,4,423.8862316977636,80.0
5,164.0,126.0,0,1,37,3,119.20378049543424,10,483.7472377860931,290.0
5,364.0,0.0,0,1,96,3,123.07179476495281,10,562.0106932840488,10.0
5,73.64963503649635,0.0,0,1,6,1,4.98171840313914,7,509.32842761480555,10.0
5,47.2972972972973,-27.2973,0,1,76,4,11.702005680093347,11,1181.5794493339736,20.0
5,47.2972972972973,-17.2973,0,1,76,4,11.702005680093347,9,1181.5794493339736,30.0
5,290.92105263157896,439.0789,0,1,111,2,307.74091974290735,13,1629.9406927527878,730.0
5,254.0,-4.0,0,1,114,1,18.815820144742514,21,565.4775477673809,250.0
5,370.35,-0.35,0,1,95,4,5.245481424701113,4,281.9442659161058,370.0
5,222.93532338308458,-172.9353,0,1,97,1,153.17584925836024,12,387.6087657751588,50.0
5,125.49815498154982,34.5018,0,1,72,1,55.714475447239714,4,423.8862316977636,160.0
5,40.0,0.0,0,1,110,4,0.0,5,174.3199688985365,40.0
5,286.30252100840335,-76.3025,0,1,115,1,72.89511042874815,15,807.4840012211841,210.0
5,150.51136363636363,-0.5114,0,1,83,4,4.312094136745607,12,257.56702977667135,150.0
5,553.6666666666666,-103.6667,0,1,133,3,111.18722440126157,3,1115.9245422552647,450.0
5,246.99115044247787,0.0,0,1,16,3,230.22847718451422,3,814.8630123503389,10.0
5,626.48,13.52,0,1,2,1,23.70027902381007,9,1886.1072811796598,640.0
5,113.58722358722359,-33.5872,0,1,73,1,45.289508065276145,5,422.6914112876202,80.0
5,59.09090909090909,0.9091,0,1,99,1,7.039099683772397,16,747.7199965350962,60.0
5,133.06306306306305,-3.0631,0,1,98,1,10.853804761698903,13,504.321986291076,130.0
5,286.30252100840335,-266.3025,0,1,115,1,72.89511042874815,17,807.4840012211841,20.0
5,286.30252100840335,0.0,0,1,115,1,72.89511042874815,16,807.4840012211841,10.0
5,764.8888888888889,-4.8889,0,1,107,1,14.082203581522418,4,1151.8368549860206,760.0
5,286.30252100840335,-266.3025,0,1,115,1,72.89511042874815,16,807.4840012211841,20.0
5,377.5247524752475,12.4752,0,1,118,0,216.51515392966868,15,1739.110313871421,390.0
5,371.2,-111.2,0,1,42,3,69.33032437217513,16,398.197961719327,260.0
5,58.22222222222222,1.7778,0,1,106,1,5.017382719429905,4,295.0313242372204,60.0
5,286.30252100840335,-256.3025,0,1,115,1,72.89511042874815,18,807.4840012211841,30.0
5,286.30252100840335,-256.3025,0,1,115,1,72.89511042874815,19,807.4840012211841,30.0
5,218.85714285714286,-8.8571,0,1,36,1,24.32057228731106,2,309.5654086210205,210.0
5,1748.2978723404256,-28.2979,0,1,92,4,32.82226640437014,5,1942.2022003625648,1720.0
5,201.41592920353983,-1.4159,0,1,49,1,6.663768860300793,14,395.51246531366104,200.0
5,434.93857493857496,-254.9386,0,1,57,1,438.8839783632732,5,1183.1242131347458,180.0
5,198.04780876494024,71.9522,0,1,4,1,69.70060046498368,10,903.4237770477453,270.0
5,95.95121951219512,-5.9512,0,1,109,4,13.161797100596273,3,281.7784882432055,90.0
5,113.58722358722359,-93.5872,0,1,73,1,45.289508065276145,6,422.6914112876202,20.0
5,69.02912621359224,-49.0291,0,1,89,4,12.61161393565634,7,822.8528452897256,20.0
5,434.93857493857496,695.0614,0,1,57,1,438.8839783632732,6,1183.1242131347458,1130.0
5,402.1333333333333,337.8667,0,1,126,2,241.26520864165414,14,1227.6627992636759,740.0
5,61.785714285714285,-1.7857,0,1,101,1,9.511897312113419,14,380.79353318433084,60.0
5,65.36585365853658,4.6341,0,1,108,1,14.159371627231513,3,302.6626490352623,70.0
5,69.02912621359224,-39.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,30.0
5,519.4615384615385,-9.4615,0,1,48,1,5.328225043193309,8,521.5669053038204,510.0
5,45.27777777777778,4.7222,0,1,41,1,5.807285909963673,6,520.0520781336909,50.0
5,611.4529914529915,-1.453,0,1,65,1,13.148027075347246,9,948.2637965926048,610.0
5,79.14893617021276,-19.1489,0,1,58,1,18.02733486768388,3,319.6330295333044,60.0
5,364.0,56.0,0,1,96,3,123.07179476495281,11,562.0106932840488,420.0
5,69.02912621359224,-9.0291,0,1,89,4,12.61161393565634,8,822.8528452897256,60.0
5,87.45098039215686,32.549,0,1,113,1,37.45039434287204,9,300.47926523507704,120.0
5,1316.4242424242425,-16.4242,0,1,82,4,12.44262516177683,12,701.2181726758453,1300.0
5,47.2972972972973,0.0,0,1,76,4,11.702005680093347,11,1181.5794493339736,10.0
5,73.64963503649635,-3.6496,0,1,6,1,4.98171840313914,6,509.32842761480555,70.0
5,289.8,0.2,0,1,43,3,6.848208465261076,16,281.1108334540422,290.0
5,434.93857493857496,-294.9386,0,1,57,1,438.8839783632732,5,1183.1242131347458,140.0
5,396.90909090909093,83.0909,0,1,77,3,277.960281812386,10,928.4274499855651,480.0
5,185.08771929824562,-165.0877,0,1,14,3,29.16228037193299,11,710.8397855237937,20.0
5,45.494505494505496,-5.4945,0,1,81,1,9.57586506260357,11,423.6731420212672,40.0
5,434.93857493857496,-394.9386,0,1,57,1,438.8839783632732,7,1183.1242131347458,40.0
5,47.2289156626506,2.7711,0,1,116,1,6.863344312457087,16,406.0848554794934,50.0
