event_id,vehicle_id,route_id,direction,segment_id,remapped_segment_id,day_of_week,day_type,time_period,timestamp,actual_travel_time,avg_travel_time,elapsed_seconds,current_delay
7ce03a94-bdeb-4f02-b3cd-4d6b377cc4a3,route_CTA_80_0_dep_23632_v191,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T05:02:00,190.0,434.9386,190.0,-244.9386
3f93245d-a2a2-443e-8cb8-5eb8cf15e35e,route_CTA_80_1_dep_22616_v268,CTA_80,1,175_1204,175_1204,Monday,weekday,peak,2024-01-01T05:02:00,520.0,519.4615,540.0,20.5385
cccc3d0f-d83b-457f-a2da-7be083b818df,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,210_1328,210_717,Monday,weekday,peak,2024-01-01T05:02:10,460.0,384.4118,750.0,365.5882
8fed1ac9-c991-4611-88cc-fd77617fb783,route_CTA_80_1_dep_21600_v267,CTA_80,1,512_290,512_290,Monday,weekday,peak,2024-01-01T05:02:10,120.0,87.451,1540.0,1452.549
b4bcadf3-3e33-4d79-8a75-f2cc0ab812ff,route_CTA_80_0_dep_24648_v192,CTA_80,0,1992_2083,1992_2083,Monday,weekday,peak,2024-01-01T05:03:20,80.0,79.1489,80.0,0.8511
376a3d4d-71ea-477d-b098-0541e74edb7f,route_CTA_80_1_dep_23632_v269,CTA_80,1,172_1208,172_1208,Monday,weekday,peak,2024-01-01T05:03:20,40.0,45.2778,40.0,-5.2778
6d72f427-0fc5-46c3-911a-448c1bc22601,route_CTA_80_1_dep_21600_v267,CTA_80,1,1206_512,1206_512,Monday,weekday,peak,2024-01-01T05:04:20,130.0,198.0478,1670.0,1471.9522
8be58679-623c-4618-bc4e-8e790600ea71,route_CTA_80_0_dep_23632_v191,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T05:04:30,130.0,434.9386,340.0,-94.9386
d192554f-828b-46fb-8b1c-d2d0074758c0,route_CTA_80_1_dep_23632_v269,CTA_80,1,1208_175,1208_175,Monday,weekday,peak,2024-01-01T05:04:30,70.0,73.6496,110.0,36.3504
d75c0b8b-e16e-4c53-8f2f-800926e5140d,route_P_O_14_IG066_1_dep_21600_v0,P_O_14_IG066,1,2248_2246,2248_2246,Monday,weekday,peak,2024-01-01T05:05:00,140.0,150.5114,160.0,9.4886
04078369-18a3-48a5-b96d-e99c659a6673,route_CTA_80_1_dep_21600_v267,CTA_80,1,512_290,512_290,Monday,weekday,peak,2024-01-01T05:05:10,50.0,87.451,1720.0,1632.549
cfbb6930-38c0-4e98-a8eb-bd8963b5ccf4,route_CTA_80_0_dep_21600_v189,CTA_80,0,1650_1259,1650_1259,Monday,weekday,peak,2024-01-01T05:05:20,140.0,187.7863,160.0,-27.7863
428bf4a0-3898-495c-bcc5-a2834ee1ed5c,route_P_O_14_IG066_1_dep_24440_v4,P_O_14_IG066,1,2804_351,2804_351,Monday,weekday,peak,2024-01-01T05:05:40,370.0,370.35,450.0,79.65
5ce49c94-2962-4562-bc97-aeab477c6a0d,route_CTA_80_0_dep_23632_v191,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T05:06:10,100.0,113.5872,440.0,326.4128
8670cf6f-4b3c-4db6-bdf9-11063f25800d,route_CTA_80_0_dep_21600_v189,CTA_80,0,1650_1259,1650_1259,Monday,weekday,peak,2024-01-01T05:06:30,60.0,187.7863,230.0,42.2137
be49fe8c-cd70-450e-a2e6-c7aec804ac20,route_CTA_80_1_dep_21600_v267,CTA_80,1,290_708,290_708,Monday,weekday,peak,2024-01-01T05:06:30,80.0,84.8438,1800.0,1715.1562
1547f98e-a1c9-4840-a976-3a6640c97b6a,route_CTA_975_0_dep_23997_v143,CTA_975,0,113_1511,113_1511,Monday,weekday,peak,2024-01-01T05:07:10,60.0,47.5,70.0,22.5
e8b9538d-9102-4fce-bf39-b1ee1fed5373,route_CTA_975_1_dep_21600_v101,CTA_975,1,730_2321,730_2321,Monday,weekday,peak,2024-01-01T05:07:10,250.0,255.5,250.0,-5.5
8aecea2e-8a3f-46e9-b4f3-5a3a4584903d,route_CTA_975_0_dep_23997_v143,CTA_975,0,1511_114,1511_1509,Monday,weekday,peak,2024-01-01T05:07:50,40.0,56.8103,110.0,53.1897
191cc702-0a8b-40c2-a979-c60ea0c51cf6,route_CTA_80_1_dep_21600_v267,CTA_80,1,708_1768,708_1768,Monday,weekday,peak,2024-01-01T05:08:10,100.0,106.8,1900.0,1793.2
713d44fc-104c-4f2e-9412-d716850ab3c4,route_CTA_80_0_dep_21600_v189,CTA_80,0,1259_202,1259_202,Monday,weekday,peak,2024-01-01T05:08:40,130.0,139.0833,360.0,220.9167
eee5601f-6dcc-4d95-b2b2-50bc47130f01,route_CTA_914_1_dep_21600_v130,CTA_914,1,2030_457,724_457,Monday,weekday,peak,2024-01-01T05:09:40,600.0,454.7619,670.0,215.2381
f7768b95-23f1-4608-adde-3e045c21f6ee,route_CTA_80_0_dep_24648_v192,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T05:10:00,70.0,125.4982,70.0,-55.4982
efd4adf7-121a-42a0-ab25-1a141c8f3f3e,route_CTA_975_0_dep_23997_v143,CTA_975,0,114_1509,1511_1509,Monday,weekday,peak,2024-01-01T05:10:10,80.0,56.8103,80.0,23.1897
59efcbe5-7568-4227-b846-c5d4d1485046,route_CTA_80_1_dep_21600_v267,CTA_80,1,1768_283,1768_283,Monday,weekday,peak,2024-01-01T05:10:20,130.0,128.2114,2030.0,1901.7886
97893e0a-7680-4af0-a6c6-de87a84cf2b0,route_CTA_914_0_dep_21600_v303,CTA_914,0,2122_1295,2686_1295,Monday,weekday,peak,2024-01-01T05:10:30,860.0,534.4615,1600.0,1065.5385
69d1c887-b76b-4bb1-aa73-71d919a1f822,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,717_2296,717_715,Monday,weekday,peak,2024-01-01T05:10:40,40.0,151.6176,40.0,-111.6176
e0f9d387-0010-414a-9518-6d338087828b,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,2296_716,717_715,Monday,weekday,peak,2024-01-01T05:11:20,40.0,151.6176,80.0,-71.6176
c1f26f7a-7ef8-450f-93ac-84da78cd871b,route_CTA_975_1_dep_21600_v101,CTA_975,1,2321_731,2321_731,Monday,weekday,peak,2024-01-01T05:11:20,250.0,244.8333,500.0,255.1667
9d67129d-e29d-426a-8622-773372d9f490,route_P_O_14_IG066_1_dep_25150_v5,P_O_14_IG066,1,348_2804,348_2804,Monday,weekday,peak,2024-01-01T05:11:20,80.0,95.9512,80.0,-15.9512
406feb63-8dbf-400d-963c-46e6764c11cb,route_CTA_80_0_dep_23632_v191,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T05:11:40,170.0,113.5872,170.0,56.4128
45cc319b-7bd0-46c7-8f96-e5ba98b161fa,route_CTA_80_1_dep_22616_v268,CTA_80,1,1204_1206,1204_1206,Monday,weekday,peak,2024-01-01T05:12:10,610.0,626.48,1150.0,523.52
5e0bbb53-12af-41c4-9039-e72bcae7542c,route_CTA_975_0_dep_23997_v143,CTA_975,0,1509_135,1509_135,Monday,weekday,peak,2024-01-01T05:12:50,160.0,158.4615,240.0,81.5385
de0d620f-a523-46d1-aeb6-8d54c6fc4a6d,route_P_O_14_IG066_1_dep_23020_v2,P_O_14_IG066,1,2580_2484,2580_2484,Monday,weekday,peak,2024-01-01T05:12:50,1770.0,1748.2979,2290.0,541.7021
8c4d01f6-442c-4120-9ceb-8828e3dd04e9,route_CTA_914_1_dep_21600_v130,CTA_914,1,457_459,457_2012,Monday,weekday,peak,2024-01-01T05:13:40,70.0,290.9211,70.0,-220.9211
0ca5cdde-bce0-4435-93b0-3bfad2e65eea,route_CTA_975_1_dep_23997_v102,CTA_975,1,1186_2121,2532_2121,Monday,weekday,peak,2024-01-01T05:13:40,150.0,131.7117,200.0,68.2883
55820db7-35f4-4eaf-879d-6bb4d3680c37,route_CTA_80_0_dep_24648_v192,CTA_80,0,2084_1977,2084_1977,Monday,weekday,peak,2024-01-01T05:14:00,80.0,113.5872,80.0,-33.5872
743e1f19-e64d-4f8a-8ae8-769f0a31055c,route_CTA_914_0_dep_21600_v303,CTA_914,0,1313_730,1295_731,Monday,weekday,peak,2024-01-01T05:14:00,190.0,228.9474,1810.0,1581.0526
a57508f8-4cf6-4edb-b8cf-268bb144ad9d,route_CTA_80_1_dep_21600_v267,CTA_80,1,201_693,695_693,Monday,weekday,peak,2024-01-01T05:14:20,210.0,286.3025,2270.0,1983.6975
dd71b078-f54a-466b-9b92-9b084c27f2b9,route_CTA_80_0_dep_23632_v191,CTA_80,0,2083_2084,2083_2084,Monday,weekday,peak,2024-01-01T05:14:30,170.0,125.4982,340.0,214.5018
fcef6d77-cac1-43cb-8541-d3c360782716,route_CTA_80_1_dep_21600_v267,CTA_80,1,200_695,283_695,Monday,weekday,peak,2024-01-01T05:15:20,60.0,59.0909,2330.0,2270.9091
8def0754-fc24-46d1-9b80-eb5077c2d348,route_CTA_975_1_dep_23997_v102,CTA_975,1,2124_2532,1296_2532,Monday,weekday,peak,2024-01-01T05:15:40,120.0,246.9912,320.0,73.0088
552813a6-b929-458e-8393-92fa61bd494e,route_P_O_14_IG066_1_dep_22310_v1,P_O_14_IG066,1,2248_2246,2248_2246,Monday,weekday,peak,2024-01-01T05:15:40,150.0,150.5114,160.0,9.4886
669bddba-4b58-422d-b8d3-95029a5c7e2b,route_P_O_14_IG066_1_dep_23020_v2,P_O_14_IG066,1,2325_2118,2484_2118,Monday,weekday,peak,2024-01-01T05:15:40,80.0,69.0291,130.0,60.9709
72415802-7350-4ad9-b1de-ded64ee0949b,route_CTA_80_1_dep_22616_v268,CTA_80,1,1206_512,1206_512,Monday,weekday,peak,2024-01-01T05:16:20,250.0,198.0478,1400.0,1201.9522
b8565ac1-5c8c-4aa4-b07a-53f8b6517167,route_CTA_1073_1_dep_21600_v92,CTA_1073,1,716_715,717_715,Monday,weekday,peak,2024-01-01T05:16:40,320.0,151.6176,400.0,248.3824
f4681c80-3e8c-443a-9642-e885a378d75d,route_P_O_14_IG066_1_dep_25150_v5,P_O_14_IG066,1,2804_351,2804_351,Monday,weekday,peak,2024-01-01T05:17:30,370.0,370.35,450.0,79.65
563b7348-ee2d-4adb-8950-a95e1493f236,route_CTA_80_0_dep_22616_v190,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T05:17:40,1100.0,434.9386,1100.0,665.0614
16c58f8d-d6af-4189-b52a-133b78cec968,route_CTA_80_0_dep_24648_v192,CTA_80,0,1977_1650,1977_1650,Monday,weekday,peak,2024-01-01T05:18:00,180.0,434.9386,180.0,-254.9386
f207cfab-2413-4b1d-aa71-23104647427d,route_CTA_80_1_dep_22616_v268,CTA_80,1,512_290,512_290,Monday,weekday,peak,2024-01-01T05:18:30,130.0,87.451,1530.0,1442.549
4cbe3118-0ec2-42cb-bfea-412a701248d7,route_P_O_14_IG066_1_dep_23020_v2,P_O_14_IG066,1,2118_2250,2118_2248,Monday,weekday,peak,2024-01-01T05:18:30,40.0,47.2973,40.0,-7.2973
13f8ae6c-f158-40ae-8fda-efa3d4de6714,route_CTA_80_0_dep_21600_v189,CTA_80,0,202_221,202_221,Monday,weekday,peak,2024-01-01T05:18:50,610.0,611.453,970.0,358.547
5d2d4fcd-6b93-4518-a2b8-faf52379b327,route_CTA_914_0_dep_21600_v303,CTA_914,0,730_2321,1295_731,Monday,weekday,peak,2024-01-01T05:19:30,260.0,228.9474,260.0,31.0526
